species,family,range.size,conserv.europe,conserv.eu,OWS_egg,OWS_larvae,OWS_pupae,OWS_adult,GEN_Average,GEN_Min,GEN_Max,GEN_Range,WSP_Female_average,WSP_Female_range,HSI,LEV_buried,LEV_ground_layer,LEV_field_layer,LEV_shrub_layer,LEV_canopy_layer,ELT_single,ELT_small_batch,ELT_large_batch,ALT_Min,ALT_Range,FM_Average,FM_Range,AFB_herb/flower,AFB_grass,AFB_shrub_flower,AFB_honeydew,AFB_sap,AFB_animal,AFB_mineral
Hipparchia_wyssii,Nymphalidae,NA,5,5,0,1,0,0,1,1,1,0,59,6,0.289,0,1,1,0,0,NA,NA,NA,1400,600,3,0,NA,NA,NA,NA,NA,NA,NA
Hyponephele_lupina,Nymphalidae,143,5,5,0,1,0,0,1,1,1,0,45,6,0.169,0,1,1,0,0,1,0,0,0,2300,4.5,5,1,0,0,1,1,0,0
Hyponephele_lycaon,Nymphalidae,365,5,5,0,1,0,0,1,1,1,0,38,8,0.204,0,0,1,0,0,1,0,0,0,2500,3.5,3,1,0,0,0,0,0,0
Iolana_debilitata,Lycaenidae,NA,NA,NA,0,0,1,0,1.5,1.5,1.5,0,39,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,800,1300,5,0,1,0,0,0,0,0,0
Iolana_iolas,Lycaenidae,102,4,4,0,0,1,0,1.5,1.5,1.5,0,39,6,0.707,0,1,1,0,0,1,0,0,100,1700,4,0,1,0,0,0,0,0,1
Iphiclides_feisthamelii,Papilionidae,NA,NA,NA,0,0,1,0,3,3,3,0,77,26,0.408,0,0,0,1,0,1,0,0,0,2700,7.5,1,1,0,0,0,0,0,0
Iphiclides_podalirius,Papilionidae,755,5,5,0,0,1,0,2,1,3,2,77,26,0.105,0,1,1,0,0,1,0,0,0,2000,6,4,1,0,1,0,0,1,0
Issoria_lathonia,Nymphalidae,976,5,5,1,1,1,1,2,1,3,2,42.5,5,0.408,0,1,1,0,0,1,0,0,0,2750,7,6,1,0,0,0,0,0,1
Kirinia_climene,Nymphalidae,9,5,5,0,1,0,0,1,1,1,0,47,2,0.707,0,1,1,0,0,1,0,0,700,1100,2.5,1,1,0,1,0,0,0,0
Kirinia_roxelana,Nymphalidae,86,5,5,0,1,0,0,1,1,1,0,60,4,0.204,NA,NA,NA,NA,NA,NA,NA,NA,0,2300,6.5,3,NA,NA,NA,NA,NA,NA,NA
Kretania_eurypilus,Lycaenidae,2,NA,NA,0,1,0,0,1,1,1,0,29.5,3,0.447,0,0,1,0,0,NA,NA,NA,1000,1200,2,0,NA,NA,NA,NA,NA,NA,NA
Kretania_hesperica,Lycaenidae,8,5,5,0,1,0,0,1,1,1,0,30,4,0.5,0,0,1,0,0,NA,NA,NA,600,900,4,0,1,0,0,0,0,0,1
Kretania_psylorita,Lycaenidae,5,5,5,NA,NA,NA,NA,1,1,1,0,24.5,3,0.577,0,0,1,0,0,NA,NA,NA,950,1050,2,0,1,0,0,0,0,0,0
Kretania_pylaon,Lycaenidae,16,4,NA,0,1,0,0,1,1,1,0,29.5,3,1,0,0,1,0,0,1,0,0,0,800,2,0,1,0,0,0,0,0,0
Kretania_sephirus,Lycaenidae,NA,5,5,0,1,0,0,1,1,1,0,31,6,0.577,NA,NA,NA,NA,NA,1,0,0,1000,1600,NA,NA,1,0,0,0,0,0,0
Kretania_trappi,Lycaenidae,6,4,NA,0,1,0,0,1,1,1,0,31,6,0.707,0,1,1,0,0,NA,NA,NA,1000,1000,3,0,NA,NA,NA,NA,NA,NA,NA
Laeosopis_roboris,Lycaenidae,82,5,5,1,0,0,0,1,1,1,0,27,6,0.707,0,1,0,0,1,1,0,0,100,1500,3,0,1,0,0,0,0,0,0
Lampides_boeticus,Lycaenidae,361,5,5,1,1,1,0,3,3,3,0,33,6,0.058,0,0,1,0,0,1,0,0,0,2700,9,0,1,0,0,0,0,0,0
Lasiommata_maera,Nymphalidae,888,5,5,0,1,0,0,2,1,3,2,47.5,7,0.072,0,0,1,0,0,1,1,0,0,2600,5.5,9,1,0,0,0,0,0,0
Lasiommata_megera,Nymphalidae,1053,5,5,0,1,0,0,2,1,3,2,42.5,9,0.12,0,0,1,0,0,1,1,0,0,2500,6.5,7,1,0,1,0,0,0,0
Lasiommata_paramegaera,Nymphalidae,15,5,5,0,1,0,0,3,3,3,0,42.5,9,0.354,0,0,1,0,0,1,0,0,0,1500,6,0,1,0,0,0,0,0,0
Lasiommata_petropolitana,Nymphalidae,352,5,5,0,1,1,0,1.5,1,2,1,38,6,0.258,0,0,1,0,0,1,0,0,100,1250,3.5,3,1,0,0,0,0,0,1
Leptidea_duponcheli,Pieridae,67,5,5,0,0,1,0,2,2,2,0,38,8,0.408,0,1,1,0,0,1,0,0,0,2400,5,0,1,0,0,0,0,0,0
Leptidea_juvernica,Pieridae,NA,NA,NA,0,0,1,0,1,1,1,0,42,0,NA,0,0,1,0,0,1,0,0,NA,NA,3,0,1,0,1,0,0,0,0
Leptidea_morsei,Pieridae,49,4,2,0,0,1,0,2,2,2,0,41.5,9,0.577,0,0,1,0,0,1,0,0,0,1400,5,0,1,0,0,0,0,0,1
Leptidea_reali,Pieridae,NA,5,5,0,0,1,0,2,1,3,2,38,10,1,0,0,1,0,0,1,0,0,0,2000,6,4,0,0,1,1,1,1,1
Leptidea_sinapis,Pieridae,1089,5,5,0,0,1,0,2,1,3,2,38,10,0.144,0,0,1,0,0,1,0,0,0,2000,6,4,1,0,0,0,0,0,1
Leptotes_pirithous,Lycaenidae,287,5,5,0,1,1,0,3,3,3,0,25,2,0.045,0,0,1,0,0,1,0,0,0,1900,8,0,1,0,1,0,0,0,0
Libythea_celtis,Nymphalidae,181,5,5,0,0,0,1,1.25,1,1.5,0.5,44.5,5,0.707,0,0,0,0,1,1,0,0,0,1800,6.5,3,1,0,0,0,0,0,1
Limenitis_camilla,Nymphalidae,526,5,5,0,1,0,0,1,1,1,0,56,8,0.289,0,0,0,1,1,1,0,0,0,1500,3,2,1,1,1,1,1,1,1
Limenitis_populi,Nymphalidae,529,5,4,0,1,0,0,1,1,1,0,77.5,11,0.577,0,0,0,0,1,1,0,0,100,1550,2.5,1,0,0,0,0,1,1,0
Limenitis_reducta,Nymphalidae,410,5,5,0,1,0,0,2,1,3,2,50,8,0.577,0,0,0,1,0,1,0,0,0,1950,5,4,1,0,1,1,1,1,1
Lopinga_achine,Nymphalidae,275,3,3,0,1,0,0,1,1,1,0,44,8,0.086,0,1,1,0,0,1,0,0,100,1400,2.5,1,1,0,0,1,1,0,1
Luthrodes_galba,Lycaenidae,NA,NA,NA,NA,NA,NA,NA,3,3,3,0,20,4,0.289,NA,NA,NA,NA,NA,NA,NA,NA,0,800,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lycaena_alciphron,Lycaenidae,519,5,4,0,1,0,0,1,1,1,0,34,4,0.577,0,1,1,0,0,1,0,0,0,2500,4,0,1,0,0,0,0,0,0
Lycaena_candens,Lycaenidae,NA,5,5,0,1,0,0,1,1,1,0,34.5,1,1,0,1,0,0,0,1,1,0,900,1500,3.5,1,1,0,0,0,0,0,0
Lycaena_dispar,Lycaenidae,383,5,5,0,1,0,0,2,1,3,2,37,8,0.408,0,1,1,0,0,1,1,0,0,1000,6.5,1,1,0,1,1,0,0,0
Lycaena_helle,Lycaenidae,148,2,5,0,0,1,0,1.25,1,1.5,0.5,24,6,0.289,0,0,1,0,0,1,0,0,100,1700,6,0,1,0,1,0,0,0,0
Lycaena_hippothoe,Lycaenidae,689,5,4,1,1,0,0,1,1,1,0,30.5,7,0.289,0,1,1,0,0,1,0,0,0,2500,4.5,1,1,0,0,0,0,0,0
Lycaena_ottomana,Lycaenidae,37,5,5,0,1,0,0,2,2,2,0,29,2,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1600,7,2,1,0,0,0,0,0,0
Lycaena_phlaeas,Lycaenidae,1340,5,5,0,1,0,0,2,1,3,2,26.5,11,0.333,0,1,0,0,0,1,0,0,0,2400,9.5,1,1,0,1,0,0,1,1
Lycaena_thersamon,Lycaenidae,199,5,5,0,1,1,0,2,1,3,2,30,4,0.089,NA,NA,NA,NA,NA,1,0,0,0,2200,9,4,1,0,0,0,0,0,0
Lycaena_thetis,Lycaenidae,6,NA,NA,NA,NA,NA,NA,1,1,1,0,27.5,1,0.707,NA,NA,NA,NA,NA,NA,NA,NA,1500,800,2,0,1,0,0,0,0,0,0
Lycaena_tityrus,Lycaenidae,673,5,5,0,1,0,0,2,1,3,2,30,4,0.136,0,1,1,0,0,1,0,0,0,2500,7,0,1,0,0,0,0,0,0
Lycaena_virgaureae,Lycaenidae,756,5,5,0,1,0,0,1,1,1,0,27,6,0.408,0,1,0,0,0,1,0,0,200,2300,5,0,1,0,0,0,0,0,0
Lysandra_albicans,Lycaenidae,40,5,5,1,0,0,0,1,1,1,0,39,6,1,0,0,1,0,0,NA,NA,NA,500,1000,3,0,1,0,0,0,0,0,1
Lysandra_bellargus,Lycaenidae,601,5,5,0,1,0,0,2,1,3,2,31,6,0.183,0,1,0,0,0,1,0,0,100,1900,7,0,1,0,0,0,0,1,1
Lysandra_coridon,Lycaenidae,575,4,4,1,0,0,0,1.5,1,2,1,33,6,1,0,1,0,0,0,1,0,0,100,2400,3,0,1,0,0,0,0,1,1
Lysandra_corydonius,Lycaenidae,NA,5,NA,0,1,0,0,1,1,1,0,33,6,NA,0,1,1,0,0,1,0,0,0,2900,3,0,1,0,0,0,0,0,0
Lysandra_hispana,Lycaenidae,50,5,5,1,0,0,0,2,2,2,0,34,4,1,0,0,1,0,0,1,0,0,100,900,7,0,1,0,0,0,0,0,1
Maniola_chia,Nymphalidae,2,5,5,0,1,0,0,1,1,1,0,41.5,9,0.289,0,1,1,0,0,1,1,0,0,800,5,0,1,0,0,0,0,0,0
Maniola_cypricola,Nymphalidae,NA,5,5,0,1,0,0,1,1,1,0,NA,NA,0.289,0,1,1,0,0,1,1,0,NA,NA,4,0,1,0,1,0,0,0,0
Maniola_halicarnassus,Nymphalidae,NA,4,4,0,1,0,0,1,1,1,0,44.5,5,0.289,0,1,1,0,0,1,1,0,0,450,3,4,1,0,0,0,0,0,0
Maniola_jurtina,Nymphalidae,1289,5,5,0,1,0,0,1,1,1,0,41.5,9,0.289,0,1,1,0,0,0,1,0,0,2500,5,6,1,0,1,0,0,0,0
Maniola_megala,Nymphalidae,2,NA,NA,0,1,0,0,1,1,1,0,41.5,9,0.289,0,1,1,0,0,1,1,0,0,900,3.5,3,1,0,1,0,0,0,0
Maniola_nurag,Nymphalidae,5,5,5,0,1,0,0,1,1,1,0,38,4,1,0,1,1,0,0,1,1,0,400,900,3.5,1,1,0,0,0,0,0,0
Maniola_telmessia,Nymphalidae,7,5,5,0,1,0,0,1,1,1,0,41.5,9,0.354,0,1,1,0,0,1,1,0,0,1300,7.5,5,1,0,0,0,0,0,0
Melanargia_arge,Nymphalidae,33,5,5,0,1,0,0,1,1,1,0,53,6,0.289,NA,NA,NA,NA,NA,NA,NA,NA,300,1200,2,0,1,0,0,0,0,0,0
Melanargia_galathea,Nymphalidae,802,5,5,0,1,0,0,1,1,1,0,47.5,5,0.107,0,1,1,0,0,1,1,0,0,2500,3.5,3,1,0,0,0,0,0,0
Melanargia_ines,Nymphalidae,79,5,5,0,1,0,0,1,1,1,0,48,4,0.5,0,0,1,0,0,NA,NA,NA,0,2600,4,0,1,0,0,0,0,0,0
Melanargia_lachesis,Nymphalidae,111,5,5,0,1,0,0,1,1,1,0,49,8,0.136,0,1,1,0,0,1,0,0,0,1600,2.5,1,1,0,0,0,0,0,0
Melanargia_larissa,Nymphalidae,73,5,5,0,1,0,0,1,1,1,0,55,10,0.707,0,1,1,0,0,1,0,0,0,2400,4,2,1,0,0,0,0,0,0
Melanargia_occitanica,Nymphalidae,85,5,5,0,1,0,0,1,1,1,0,51,10,0.154,0,1,1,0,0,1,0,0,0,2000,2.5,1,1,0,0,0,0,0,0
Melanargia_pherusa,Nymphalidae,4,5,5,0,1,0,0,1,1,1,0,48,4,0.289,NA,NA,NA,NA,NA,NA,NA,NA,600,800,2.5,1,1,0,0,0,0,0,0
Melanargia_russiae,Nymphalidae,111,5,5,0,1,0,0,1,1,1,0,55,10,0.12,0,1,1,0,0,1,0,0,500,1900,3,0,1,0,0,0,0,0,0
Melitaea_aetherie,Nymphalidae,26,5,5,0,1,0,0,1.5,1,2,1,44,4,0.408,NA,NA,NA,NA,NA,0,1,1,0,1800,2.5,1,1,0,0,0,0,0,1
Melitaea_arduinna,Nymphalidae,14,5,5,0,1,0,0,1,1,1,0,44,4,0.577,0,1,0,0,0,0,0,1,500,1350,3.5,1,1,0,0,0,0,0,0
Melitaea_asteria,Nymphalidae,15,5,5,0,1,0,0,0.5,0.5,0.5,0,29,2,1,0,1,1,0,0,0,1,1,2000,1000,2,0,1,0,0,0,0,0,0
Melitaea_athalia,Nymphalidae,1011,5,5,0,1,0,0,1.5,1,2,2,35.5,9,0.107,0,1,1,0,0,0,0,1,0,2300,3.5,3,1,0,0,0,0,1,0
Melitaea_aurelia,Nymphalidae,268,4,5,0,1,0,0,1,1,1,0,30,4,0.083,0,0,1,0,0,0,1,1,100,2000,2,0,1,0,0,0,0,0,0
Melitaea_britomartis,Nymphalidae,99,4,4,0,1,0,0,1.5,1,2,1,33,6,0.224,0,0,1,0,0,0,0,1,200,700,3,2,1,0,0,0,0,0,0
Melitaea_celadussa,Nymphalidae,NA,NA,NA,0,1,0,0,1.5,1,2,1,35.5,9,0.102,NA,NA,NA,NA,NA,NA,NA,NA,0,2600,3,2,1,0,0,0,0,0,1
Melitaea_cinxia,Nymphalidae,673,5,5,0,1,0,0,1.5,1,2,1,35.5,9,0.289,0,1,1,0,0,0,0,1,0,2600,4,4,1,0,0,0,0,0,0
Melitaea_deione,Nymphalidae,108,5,5,0,1,0,0,1.5,1,2,1,39,14,0.12,0,1,1,0,0,0,1,1,200,1900,4.5,3,1,0,0,0,0,0,1
Melitaea_diamina,Nymphalidae,461,5,4,0,1,0,0,1.5,1,2,1,35.5,9,0.126,0,1,1,0,0,0,0,1,100,2100,3.5,5,1,0,0,0,0,0,1
Melitaea_didyma,Nymphalidae,621,5,5,0,1,0,0,2.5,2,3,1,37,14,0.051,0,0,1,0,0,0,0,1,0,2700,5.5,5,1,0,0,0,0,0,0
Melitaea_ornata,Nymphalidae,NA,NA,NA,0,1,0,0,1,1,1,0,41.5,7,0.289,0,0,1,0,0,0,0,1,0,1900,4,0,1,0,0,0,0,0,0
Melitaea_parthenoides,Nymphalidae,172,5,5,0,1,0,0,1.5,1,2,1,33,6,0.105,0,0,1,0,0,0,1,1,100,2300,3,2,1,0,0,0,0,1,1
Melitaea_phoebe,Nymphalidae,521,5,5,0,1,0,0,1.5,1,2,1,44.5,11,0.154,0,0,1,0,0,0,0,1,0,2700,4.5,5,1,0,0,0,0,0,1
Melitaea_trivia,Nymphalidae,260,5,4,0,1,0,0,2,1,3,2,33,10,0.447,0,0,1,0,0,0,0,1,0,2400,5,6,1,0,0,0,0,0,1
Melitaea_varia,Nymphalidae,41,5,5,0,1,0,0,1,1,1,0,34,8,0.289,0,1,1,0,0,0,1,1,1200,1400,3,0,1,0,0,0,0,0,0
Minois_dryas,Nymphalidae,48,5,5,0,1,0,0,1,1,1,0,62,16,0.2,0,1,1,0,0,0,1,0,0,1600,3,2,1,0,0,0,0,1,0
Muschampia_cribrellum,Hesperiidae,7,4,4,0,1,0,0,1,1,1,0,29,6,0.289,NA,NA,NA,NA,NA,NA,NA,NA,0,1000,3,0,1,0,0,0,0,0,1
Muschampia_proto,Hesperiidae,88,5,5,1,0,0,0,1,1,1,0,34.5,9,0.577,0,1,1,0,0,1,0,0,0,2000,4,2,1,0,0,0,0,0,1
Muschampia_tessellum,Hesperiidae,22,5,5,NA,NA,NA,NA,1,1,1,0,33.5,5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,0,1900,4.5,1,1,0,0,0,0,0,0
Neptis_rivularis,Nymphalidae,150,5,5,0,1,0,0,1,1,1,0,52,4,0.258,NA,NA,NA,NA,NA,1,0,0,100,1500,3.5,1,0,0,1,0,0,0,0
Neptis_sappho,Nymphalidae,104,5,5,0,1,0,0,1.5,1,2,1,54,8,0.408,NA,NA,NA,NA,NA,1,0,0,100,1450,4.5,1,NA,NA,NA,NA,NA,NA,NA
Nymphalis_antiopa,Nymphalidae,910,5,5,0,0,0,1,1.25,1,1.5,0.5,67.5,17,0.192,0,0,0,1,1,0,0,1,0,2000,5.5,7,1,0,1,1,1,1,1
Nymphalis_polychloros,Nymphalidae,845,5,3,0,0,0,1,1.5,1,2,1,62,12,0.136,0,0,0,1,1,0,0,1,0,2600,6.5,7,1,0,1,0,1,1,1
Nymphalis_vaualbum,Nymphalidae,72,5,5,0,0,0,1,1,1,1,0,63,10,0.354,0,0,0,0,1,0,0,1,0,1500,3.5,3,0,0,0,0,0,0,1
Nymphalis_xanthomelas,Nymphalidae,113,5,4,0,0,0,1,1,1,1,0,62,12,0.707,0,0,0,0,1,0,0,1,0,2000,4.5,3,0,0,0,0,1,0,0
Ochlodes_sylvanus,Hesperiidae,1058,5,5,0,1,0,0,1.5,1,2,1,30,6,0.083,0,0,1,0,0,1,0,0,0,2300,4,0,1,0,0,0,0,1,1
Oeneis_bore,Nymphalidae,19,5,5,0,1,0,0,0.5,0.5,0.5,0,43,10,1,0,0,1,0,0,NA,NA,NA,100,900,1.5,1,NA,NA,NA,NA,NA,NA,NA
Oeneis_glacialis,Nymphalidae,46,5,5,0,1,0,0,0.5,0.5,0.5,0,53,6,1,NA,NA,NA,NA,NA,1,0,0,1400,1500,3,0,1,0,0,0,0,0,0
Oeneis_jutta,Nymphalidae,166,5,5,0,1,0,0,0.75,0.5,1,0.5,53,10,0.354,0,0,1,0,0,NA,NA,NA,NA,NA,2.5,1,0,0,1,0,0,0,0
Oeneis_norna,Nymphalidae,54,4,4,0,1,0,0,0.5,0.5,0.5,0,47,14,0.236,0,0,1,0,0,1,0,0,200,700,2,0,NA,NA,NA,NA,NA,NA,NA
Papilio_alexanor,Papilionidae,49,5,5,0,0,1,0,1,1,1,0,64,4,0.118,0,0,1,0,0,NA,NA,NA,0,2400,4,0,1,0,0,0,0,0,0
Papilio_hospiton,Papilionidae,14,5,5,0,0,1,0,1.25,1,1.5,0.5,76,10,0.177,0,1,1,0,0,1,0,0,50,1450,3,0,1,0,0,0,0,0,0
Papilio_machaon,Papilionidae,1224,5,5,0,0,1,0,2,1,3,2,75,30,0.053,0,0,1,0,0,1,0,0,0,3000,6.5,5,1,0,1,0,0,0,0
Pararge_aegeria,Nymphalidae,1178,5,5,0,1,1,0,2,1,3,2,40,4,0.154,0,0,1,0,0,1,0,0,0,2500,7,10,1,0,1,0,1,0,0
Pararge_xiphia,Nymphalidae,NA,2,2,1,1,1,1,3,3,3,0,45.5,3,0.102,0,1,1,0,0,1,0,0,0,1000,12,0,0,0,1,1,1,0,0
Pararge_xiphioides,Nymphalidae,NA,5,5,1,1,1,1,3,3,3,0,37.5,1,0.102,0,1,1,0,0,1,0,0,0,2000,12,0,0,0,1,1,1,0,0
Parnassius_apollo,Papilionidae,354,4,4,1,1,0,0,1,1,1,0,80,30,0.204,0,1,0,0,0,1,1,0,0,3000,4.5,1,1,0,0,0,0,0,0
Parnassius_mnemosyne,Papilionidae,371,4,5,1,0,0,0,1,1,1,0,58,12,0.354,0,1,0,0,0,1,0,0,0,2500,3,0,1,0,0,0,0,0,0
Parnassius_phoebus,Papilionidae,48,4,4,1,1,0,0,1,1,1,0,65,30,0.158,0,1,1,0,0,1,0,0,1600,1200,3,0,1,0,0,0,0,0,0
Pelopidas_thrax,Hesperiidae,1,NA,NA,0,1,1,0,3,3,3,0,39.5,5,0.218,0,0,1,0,0,1,0,0,500,1500,10,4,1,0,0,0,0,0,0
Phengaris_alcon,Lycaenidae,354,5,4,0,1,0,0,1,1,1,0,36,4,0.577,1,1,1,0,0,1,1,0,100,1200,3,0,1,0,0,0,0,0,0
Phengaris_arion,Lycaenidae,522,2,2,0,1,0,0,1,1,1,0,36,6,0.5,1,1,1,0,0,1,0,0,0,2400,4,0,1,0,0,0,0,0,0
Phengaris_nausithous,Lycaenidae,188,4,4,0,1,0,0,1,1,1,0,35,2,1,1,1,1,0,0,1,0,0,100,1500,3,0,1,0,0,0,0,0,0
Phengaris_teleius,Lycaenidae,252,3,3,0,1,0,0,1,1,1,0,34,4,1,1,1,1,0,0,1,0,0,100,1500,3,0,1,0,0,0,0,0,0
Pieris_balcana,Pieridae,NA,5,5,0,0,1,0,2.5,2,3,1,38.5,13,0.289,NA,NA,NA,NA,NA,NA,NA,NA,0,1000,7,0,1,0,0,0,0,0,0
Pieris_brassicae,Pieridae,1353,5,5,0,0,1,0,2.5,2,3,1,57,12,0.115,0,1,1,0,0,0,1,1,0,2500,7,6,1,0,1,0,0,0,0
Pieris_bryoniae,Pieridae,114,5,5,0,0,1,0,1.5,1,2,1,38.5,13,0.204,0,1,0,0,0,1,1,0,600,2700,4,0,1,0,0,0,0,0,0
Pieris_cheiranthi,Pieridae,NA,2,2,1,1,1,1,3,3,3,0,62.5,5,0.289,0,1,1,1,0,0,1,1,200,1200,12,0,1,0,0,0,0,0,0
Pieris_ergane,Pieridae,125,5,5,0,0,1,0,2,1,3,2,42,12,0.408,0,1,1,0,0,1,0,0,0,2200,7.5,5,1,0,0,0,0,0,1
